
true;4229959557
false;1832399275
false;1802976931
true;4238485695
true;4534311081
false;1857578741
false;1815780189
true;4211313395
true;4243928943
false;1820798320
false;1811107573
true;4255423548
true;4226032780
false;1779846625
false;1805390501
true;4259624166
true;4578554408
false;1843087540
false;1847267330
true;4235341820
true;4312088932
false;1791038916
false;1789246234
true;4453653259
true;4302067163
false;1816365712
false;1763642111
true;4637307870
true;4856522729
false;1808718835
false;1871988672
true;4281412896
true;4212186305
false;1811442269
false;1837715026
true;4256774345
true;4499143508
false;1807285590
false;1802068480
true;4226229647
true;4330643855
false;2064105682
false;1940884487
true;4289481383
true;4228541450
false;1868228648
false;1816469343
true;4252042132
true;4244987102
false;1796920901
false;1833452542
true;4262295197
true;4244269079
false;1775488727
false;1807170482
true;4255836888
true;4206799046
false;1767572522
false;1802565818
true;4211536428
